,album_date,artist_id,artist_name,mp3,track_id,track_length,track_name,track_pop,acousticness,danceability,duration_ms,energy,track_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
51,2011-03-04,2nq2BeSbzExGAv3Y4HgUf7,Stephan Bodzin,https://p.scdn.co/mp3-preview/12d5f1c12be949f960aa036cea910b082098bbee?cid=142c36ced4ff4aa68d784c0db9923467,4uJA0FdRs99UG2mlVsf1TS,387126,Phobos - Synthapella,20,0.475,0.301,387126,0.238,4uJA0FdRs99UG2mlVsf1TS,0.824,6,0.0946,-14.37,0,0.0444,147.242,4,0.0334
52,2012-12-31,2HnZ1elnutngLH1BFwV1kM,Daniel Portman,https://p.scdn.co/mp3-preview/2401d6353f9d35852cce7027557884a9fbab1f07?cid=142c36ced4ff4aa68d784c0db9923467,5hSJmxIgOMt3kxatPlsURI,391653,The Crowd - Original Mix,12,0.0044,0.796,391654,0.813,5hSJmxIgOMt3kxatPlsURI,0.742,1,0.0638,-6.668,1,0.0771,127.02,4,0.347
53,2012-09-24,37uLId6Z5ZXCx19vuruvv5,Hot Chip,https://p.scdn.co/mp3-preview/fc6f95d5ba35ddca1ddcf7d9867c48d264133ba0?cid=142c36ced4ff4aa68d784c0db9923467,1jMLe8tx2gPEM0LvSbKQE9,569759,Flutes - Sasha Remix,36,0.00247,0.785,569760,0.78,1jMLe8tx2gPEM0LvSbKQE9,0.518,1,0.114,-7.949,1,0.0425,126.013,3,0.601
54,2011-07-04,3YpEUCjdLuPmBspkmoPYnX,Gabriel Ananda,https://p.scdn.co/mp3-preview/2068f3b803c3744060be8a57524f70d7c05af7aa?cid=142c36ced4ff4aa68d784c0db9923467,1MFUa2uzHNvoM5xfJyG8FW,560625,Hey Blop - Original Mix,29,0.0811,0.718,560625,0.826,1MFUa2uzHNvoM5xfJyG8FW,0.856,1,0.137,-9.849,1,0.0378,127.99,3,0.642
55,2008-11-10,3mZqziCJj4pq3P2VBpmK6p,Friendly Fires,https://p.scdn.co/mp3-preview/fc5cf6d559aa40a713a035c40c9cfe209886432f?cid=142c36ced4ff4aa68d784c0db9923467,3ONL7uf1GN8FewlmIjy1uv,465386,Paris (Aeroplane Remix),40,0.00735,0.709,465387,0.7,3ONL7uf1GN8FewlmIjy1uv,0.151,9,0.0704,-7.273,1,0.0462,112.011,4,0.461
56,2012-11-05,3Dw9w3jnmr58ocgxiwITcq,Rone,https://p.scdn.co/mp3-preview/6e41ae95829432290a165bb3b8c7f96a92e11674?cid=142c36ced4ff4aa68d784c0db9923467,3joCfQaNHoW7xrh7dImwiN,265250,Bye Bye Macadam,49,0.107,0.593,265250,0.509,3joCfQaNHoW7xrh7dImwiN,0.893,4,0.277,-12.042,0,0.0626,190.028,4,0.0769
57,2011-03-04,623ecFS6T9xsx9Rb98eii5,Marc Romboy,https://p.scdn.co/mp3-preview/3c63fceca4ea9ed251a6ba0883c8b16b5571216f?cid=142c36ced4ff4aa68d784c0db9923467,4EbA135VsoQggAsl3E86DH,386042,Atlas - Album Edit,17,0.00193,0.807,386042,0.438,4EbA135VsoQggAsl3E86DH,0.798,8,0.045,-10.129,0,0.0661,125.0,4,0.135
58,2011-03-04,623ecFS6T9xsx9Rb98eii5,Marc Romboy,https://p.scdn.co/mp3-preview/4bf6d235a71d1faae1d76588546499226773a23a?cid=142c36ced4ff4aa68d784c0db9923467,0sszLWSd9JfTof2mEnj50k,406558,Callisto - Synthapella,18,0.259,0.436,406558,0.349,0sszLWSd9JfTof2mEnj50k,0.918,5,0.109,-10.306,0,0.0437,186.363,3,0.296
59,2012-08-17,61ipISvUVa5LkJlKZnm3Oo,Alle Farben,https://p.scdn.co/mp3-preview/f9efa793c45fdbeeb95ca62593ceec04063d614a?cid=142c36ced4ff4aa68d784c0db9923467,5MT9dOswBEyV3tngj3kIvW,363360,Galant - Egokind Remix,10,0.0969,0.83,363360,0.592,5MT9dOswBEyV3tngj3kIvW,0.885,0,0.0593,-5.845,1,0.0678,126.995,4,0.221
60,2012-06-28,6XJeFzmI6vrWyHcdB7EImP,Andhim,https://p.scdn.co/mp3-preview/c955f67c63a98c9c9af97e96c90019039321bb33?cid=142c36ced4ff4aa68d784c0db9923467,2neE6rt0pBkiHn4SWuwl4z,432609,Hasoweh,21,0.0598,0.784,432610,0.268,2neE6rt0pBkiHn4SWuwl4z,0.771,1,0.28,-13.594,0,0.0534,120.02,4,0.18
61,2009-12-18,6JGLndnzrQrIFkd8NFha3C,Dusty Kid,https://p.scdn.co/mp3-preview/45c7afb72171c7cfd0c19676bc0a9171a0183361?cid=142c36ced4ff4aa68d784c0db9923467,72G49GsqYeWV6QVAqp4vl0,472379,Milk,18,0.0851,0.705,472379,0.367,72G49GsqYeWV6QVAqp4vl0,0.921,8,0.0749,-12.466,0,0.1,124.006,3,0.0779
62,2011-12-26,1T4AtFucyT8fvpbZT7JV84,Oliver Klein,https://p.scdn.co/mp3-preview/3cb1412f3cd5f42388a87d35cf88da34dd4d2763?cid=142c36ced4ff4aa68d784c0db9923467,30Xq9UAOlEChbO8j1vO8nL,417982,Suspenders - AKA AKA & Thalstroem Remix,19,0.000447,0.809,417982,0.574,30Xq9UAOlEChbO8j1vO8nL,0.895,9,0.0774,-5.975,1,0.0546,126.009,4,0.645
